problem_id,source_id,language,gold_answer,extracted_answer,is_correct,extraction_method,question,generated_response,finish_reason,prompt_tokens,completion_tokens,total_tokens,status,error,auto_is_correct,adjudicated_is_correct,adjudication_changed,adjudication_reason
50,2783,darija,12,12,1,explicit_final,جواد شرا 3 د الكراسا للدار بنفس التمن. وشرا طبلة بـ 50 درهم، و 2 باكيات د الطباصل، كل باكية بـ 20 درهم. فاش مشا يخلص، عطا لمول المحل 130 درهم ورد ليه 4 دراهم صرف. شحال هو التمن ديال كل كرسي؟,"Jouad bought  

- 3 chairs, each at the same price \(x\) dirhams  
- 1 table for 50 dirhams  
- 2 bags of plates, each for 20 dirhams → total for plates = \(2 \times 20 = 40\) dirhams  

Total cost of the items:
\[
3x + 50 + 40 = 3x + 90 \text{ dirhams}
\]

He gave the shopkeeper 130 dirhams and received 4 dirhams back, so the amount actually paid is:
\[
130 - 4 = 126 \text{ dirhams}
\]

Set the total cost equal to the amount paid:
\[
3x + 90 = 126 \\
3x = 126 - 90 = 36 \\
x = \frac{36}{3} = 12
\]

Thus each chair costs **12 dirhams**.

**FINAL ANSWER: 12**",stop,182,484,666,success,,1,1,0,
50,2783,english,12,12,1,explicit_final,"Jude bought three chairs for his house, all at the same price. He also bought a table that costs $50 and two sets of plates at $20 for each set. After giving the cashier $130, Jude got a $4 change. How much did each of the chairs cost?","The total amount Jude actually spent is the cash he gave minus the change he received:

\[
130\text{ dollars} - 4\text{ dollars} = 126\text{ dollars}
\]

Let \(c\) be the price of one chair.  
He bought:

- 3 chairs: \(3c\) dollars  
- 1 table: \(50\) dollars  
- 2 sets of plates: \(2 \times 20 = 40\) dollars  

So the total cost is:

\[
3c + 50 + 40 = 3c + 90
\]

Set this equal to the amount spent:

\[
3c + 90 = 126 \quad\Longrightarrow\quad 3c = 36 \quad\Longrightarrow\quad c = 12
\]

Thus each chair cost **\$12**.

**FINAL ANSWER: 12**",stop,158,392,550,success,,1,1,0,
51,842,english,4,4,1,explicit_final,"Antonio is preparing a meal of spaghetti and meatballs for his family.  His recipe for meatballs calls for 1/8 of a pound of hamburger per meatball.  Antonio has 8 family members, including himself.  If he uses 4 pounds of hamburger to make meatballs, and each member of the family eats an equal number of meatballs, how many meatballs will Antonio eat?","The recipe uses \(\frac18\) lb of hamburger per meatball.

**Total meatballs made**
\[
\frac{4\text{ lb}}{\frac18\text{ lb/meatball}} = 4 \times 8 = 32 \text{ meatballs}
\]

There are 8 family members (including Antonio), and they share the meatballs equally.

**Meatballs per person**
\[
\frac{32\text{ meatballs}}{8\text{ people}} = 4 \text{ meatballs per person}
\]

Therefore, Antonio will eat **4 meatballs**.

**FINAL ANSWER: 4**",stop,181,277,458,success,,1,1,0,
51,842,darija,4,4,1,explicit_final,إبراهيم كيوجد سباغيتي بالكفتة للعائلة ديالو. الوصفة كتقول بلي كل كويرة د الكفتة خاصها 1/8 كيلو د اللحم. إبراهيم عندو 8 د الناس فالعائلة (محسوب هو معاهم). إيلا استعمل 4 كيلو د الكفتة باش يصاوب الكويرات، وكل واحد فالعائلة كلا نفس العدد، شحال من كويرة غادي ياكل إبراهيم؟,"Each meatball needs \(\frac18\) kg of meat.  
With \(4\) kg of meat the total number of meatballs is  

\[
\frac{4}{\frac18}=4 \times 8 = 32 \text{ meatballs}.
\]

There are \(8\) family members (including Ibrahim), and everyone eats the same amount, so each person gets  

\[
\frac{32}{8}=4 \text{ meatballs}.
\]

Therefore Ibrahim will eat **4** meatballs.

**FINAL ANSWER: 4**",stop,197,340,537,success,,1,1,0,
52,762,darija,45,45,1,explicit_final,ليلى شرات 20 باكية د الستيلوات. كل باكية فيها 5 د الستيلوات. عطات 40% من الستيلوات لصحاباتها القراب، ومن داكشي لي بقا، عطات الربع (1/4) لبنات قسمها. شحال د الستيلوات بقاو عند ليلى؟,"Laila bought  

\[
20 \text{ boxes} \times 5 \text{ items per box}=100 \text{ items}
\]

1. She gave away 40 % of the 100 items:  

\[
0.40 \times 100 = 40 \text{ items}
\]

   Remaining items:  

\[
100-40 = 60 \text{ items}
\]

2. From these 60 items she gave a quarter to the girls of her class:  

\[
\frac{1}{4}\times 60 = 15 \text{ items}
\]

   Remaining items:  

\[
60-15 = 45 \text{ items}
\]

So Laila still has **45** items left.

**FINAL ANSWER: 45**",stop,175,489,664,success,,1,1,0,
52,762,english,45,45,1,explicit_final,Lenny bought 20 boxes of pens. Each box contained  5 pens. She gave 40% of the pens to her close friends and one-fourth of what's left to her classmates. How many pens were left for Lenny?,"Lenny started with  

\[
20\text{ boxes}\times 5\text{ pens/box}=100\text{ pens}.
\]

**Step 1 – Pens given to close friends**

She gave away \(40\%\) of the pens:

\[
0.40 \times 100 = 40\text{ pens}.
\]

Pens remaining:

\[
100-40 = 60\text{ pens}.
\]

**Step 2 – Pens given to classmates**

She then gave one‑fourth of the remaining pens to her classmates:

\[
\frac{1}{4}\times 60 = 15\text{ pens}.
\]

Pens remaining:

\[
60-15 = 45\text{ pens}.
\]

So Lenny has **45 pens** left.

**FINAL ANSWER: 45**",stop,148,318,466,success,,1,1,0,
53,3138,english,15,15,1,explicit_final,"Milo's parents tell him that he can win cash rewards for good grades. He will get $5 times the average grade he gets. He gets three 2s, four 3s, a 4, and a 5. How much cash does he get?","The grades are:

- Three 2’s → \(3 \times 2 = 6\)
- Four 3’s → \(4 \times 3 = 12\)
- One 4 → \(4\)
- One 5 → \(5\)

Total sum of grades: \(6 + 12 + 4 + 5 = 27\)

Number of grades: \(3 + 4 + 1 + 1 = 9\)

Average grade: \(\dfrac{27}{9} = 3\)

Cash reward: \(5 \times \text{average} = 5 \times 3 = \$15\)

**FINAL ANSWER: 15**",stop,155,279,434,success,,1,1,0,
53,3138,darija,15,15,1,explicit_final,واليدين ديال كريم قالو ليه غادي يعطيوه فلوس على النقط الزوينة. غادي ياخد 5 دراهم مضروبة فمعدل النقط اللي جاب. كريم جاب تلاتة د 2، وأربعة د 3، ووحدة 4، ووحدة 5. شحال د الفلوس غادي ياخد؟,"To find the amount of money Kareem will receive:

1. **Calculate the total sum of his grades**  
   - Three 2’s: \(3 \times 2 = 6\)  
   - Four 3’s: \(4 \times 3 = 12\)  
   - One 4: \(1 \times 4 = 4\)  
   - One 5: \(1 \times 5 = 5\)  

   Total sum \(= 6 + 12 + 4 + 5 = 27\).

2. **Count the total number of grades**  
   \(3 + 4 + 1 + 1 = 9\).

3. **Compute the average grade**  
   \(\text{Average} = \dfrac{27}{9} = 3\).

4. **Multiply the average by 5 dirhams**  
   Money \(= 5 \times 3 = 15\) dirhams.

**FINAL ANSWER: 15**",stop,185,460,645,success,,1,1,0,
54,796,darija,28,28,1,explicit_final,خديجة كتقدر توجد طبسيل ديال البغرير فـ 10 دقايق، وستيك مقلي فـ 6 دقايق. شحال خاصها د الوقت باش توجد 3 د لستيكات وطبسيل د البغرير؟,"Khadija needs  

- 10 minutes to make one plate of baghrir.  
- 6 minutes to fry one steak.

To make 3 steaks she must spend  
\(3 \times 6 = 18\) minutes.

Adding the time for the baghrir plate:  

\(18 \text{ min} + 10 \text{ min} = 28 \text{ minutes}\).

So the total time required is **28 minutes**.

**FINAL ANSWER: 28**",stop,157,311,468,success,,1,1,0,
54,796,english,28,28,1,explicit_final,Carla can cook a batch of waffles in 10 minutes and chicken-fried steak in 6 minutes. How long will it take her to cook 3 steaks and a batch of waffles?,"To find the total cooking time, add the time needed for each item, assuming Carla works on one thing at a time.

- One batch of waffles: \(10\) minutes  
- One chicken‑fried steak: \(6\) minutes  

For 3 steaks:
\[
3 \times 6 = 18 \text{ minutes}
\]

Add the waffle time:
\[
18 + 10 = 28 \text{ minutes}
\]

**FINAL ANSWER: 28**",stop,138,248,386,success,,1,1,0,
55,2966,english,3,3,1,explicit_final,Mark has a really bad headache.  He takes 2 Tylenol tablets of 500 mg each and he does every 4 hours for 12 hours.  How many grams of Tylenol does he end up taking?,"Mark takes **2 tablets** each time, and each tablet is **500 mg**.

- Amount per dose:  
  \(2 \times 500\text{ mg} = 1000\text{ mg} = 1\text{ gram}\).

He repeats this dose **every 4 hours** over a total period of **12 hours**.

- Number of doses:  
  \(\dfrac{12\text{ hours}}{4\text{ hours per dose}} = 3\) doses.

Total amount of Tylenol taken:

\[
3 \text{ doses} \times 1\text{ gram per dose} = 3\text{ grams}.
\]

**FINAL ANSWER: 3**",stop,146,618,764,success,,1,1,0,
55,2966,darija,3,4,0,explicit_final,مهدي راسو كيضرو بزاف. كياخد 2 حبات دوليبران ديال 500 ملغ كل 4 سوايع لمدة 12 ساعة. شحال خدا ديال الدوا بالغرام فالمجموع؟,"Mahdi takes:

- **Each tablet:** 500 mg  
- **Two tablets per dose:** 2 × 500 mg = 1000 mg = 1 g per dose  

He takes a dose **every 4 hours** for a total period of **12 hours**.

Number of doses in 12 hours:
\[
\frac{12\ \text{hours}}{4\ \text{hours per dose}} + 1 = 3 + 1 = 4 \text{ doses}
\]

Total amount of drug:
\[
4 \text{ doses} \times 1 \text{ g per dose} = 4 \text{ g}
\]

**FINAL ANSWER: 4**",stop,150,568,718,success,,0,0,0,
56,6988,darija,20,20,1,explicit_final,الحد الأقصى د الكافيين اللي مزيان الواحد يشربو فالنهار هو 500 ميليغرام. إلا كانت كل قرعة د مشروب الطاقة فيها 120 ميليغرام، وبشرى شربات 4 د القرعات، شحال د الكافيين مازال تقدر تزيد تشرب بلا ما تفوت القياس؟,"The safe daily limit for caffeine is  

\[
500\text{ mg}
\]

Each energy‑drink can contains  

\[
120\text{ mg}
\]

Bouchra drank  

\[
4 \times 120 = 480\text{ mg}
\]

The remaining amount she can still consume without exceeding the limit is  

\[
500 - 480 = 20\text{ mg}
\]

**FINAL ANSWER: 20**",stop,176,286,462,success,,1,1,0,
56,6988,english,20,20,1,explicit_final,"The maximum safe amount of caffeine you can consume per day is 500 mg. If each energy drink has 120 mg of caffeine and Brandy drinks 4 of them, how much more caffeine can she safely consume that day?","Each energy drink contains 120 mg of caffeine.  
Brandy drinks 4 drinks:

\[
4 \times 120\text{ mg} = 480\text{ mg}
\]

The maximum safe daily amount is 500 mg. The remaining amount she can still safely consume is:

\[
500\text{ mg} - 480\text{ mg} = 20\text{ mg}
\]

**FINAL ANSWER: 20**",stop,145,159,304,success,,1,1,0,
57,2843,english,1000,1000,1,explicit_final,"Greg is riding his bike around town and notices that each block he rides, his wheels rotate 200 times. He's now on a a trail and wants to make sure he rides at least 8 blocks. His wheels have already rotated 600 times, how many more times do they need to rotate to reach his goal?","Each block corresponds to 200 wheel rotations.  
To ride at least 8 blocks, the total rotations needed are  

\[
8 \text{ blocks} \times 200 \frac{\text{rotations}}{\text{block}} = 1600 \text{ rotations}.
\]

Greg’s wheels have already turned 600 times, so the additional rotations required are  

\[
1600 - 600 = 1000.
\]

**FINAL ANSWER: 1000**",stop,163,224,387,success,,1,1,0,
57,2843,darija,1000,1000,1,explicit_final,غالي غادي ب البيشكليطة ف المدينة ولاحظ بلي ف كل زنقة كيقطعها، الروايض ديالو كيدورو 200 دورة. دابا راه شاد واحد الطريق وبغى يقطع فيها على الأقل 8 د الزناقي. الروايض ديالو ديجا دارو 600 دورة، شحال خاصهم مازال يدورو باش يوصل للهدف ديالو؟,"Each street that Ghali rides through makes his wheels turn **200 rotations**.

He wants to ride through **at least 8 streets**.  
Minimum rotations needed = \(8 \times 200 = 1600\).

He has already completed **600 rotations**.

Remaining rotations required:
\[
1600 - 600 = 1000
\]

**FINAL ANSWER: 1000**",stop,185,375,560,success,,1,1,0,
58,4985,darija,200,200,1,explicit_final,واحد المستطيل الطول ديالو 40 متر والعرض 20 متر. كاين مستطيل صغير كيشبه ليه ولكن الطول والعرض ديالو غير النص ديال الكبير. شنو هي المساحة ديال المستطيل الصغير؟,"The large rectangle has  

- Length \(L = 40\) m  
- Width \(W = 20\) m  

Its area is  
\[
A_{\text{large}} = L \times W = 40 \times 20 = 800\ \text{m}^2 .
\]

The small rectangle is similar, with each dimension half of the large one:

- Small length \(L_s = \frac{40}{2} = 20\) m  
- Small width \(W_s = \frac{20}{2} = 10\) m  

Its area is  
\[
A_{\text{small}} = L_s \times W_s = 20 \times 10 = 200\ \text{m}^2 .
\]

**FINAL ANSWER: 200**",stop,155,408,563,success,,1,1,0,
58,4985,english,200,200,1,explicit_final,A rectangle has a length of 40 meters and a width of 20 meters. A similar smaller rectangle has half the length and width of the big rectangle. What's the area of the smaller rectangle?,"The big rectangle has  

- Length = 40 m  
- Width = 20 m  

The smaller, similar rectangle has half of each dimension:

- Smaller length = ½ × 40 m = 20 m  
- Smaller width  = ½ × 20 m = 10 m  

Area of a rectangle = length × width, so  

\[
\text{Area}_{\text{small}} = 20\text{ m} \times 10\text{ m} = 200\text{ m}^2.
\]

**FINAL ANSWER: 200**",stop,139,202,341,success,,1,1,0,
59,2178,english,60,60,1,explicit_final,"Ben bought a lawnmower for his garden. He paid $100 for it. After six months, the value of the mower dropped by about 25%. Over the next year, the value of the mower dropped another 20% in value. How much is Ben's lawnmower worth after this time?","The mower’s price is reduced step‑by‑step.

1. **First reduction (25 % of \$100):**  
   \[
   100 \times (1-0.25)=100 \times 0.75 = \$75
   \]

2. **Second reduction (20 % of the new value):**  
   \[
   75 \times (1-0.20)=75 \times 0.80 = \$60
   \]

After the two successive drops, the mower is worth **\$60**.

**FINAL ANSWER: 60**",stop,162,215,377,success,,1,1,0,
59,2178,darija,60,60,1,explicit_final,براهيم شرا ماكينة د الكازون للجردة ديالو بـ 100 درهم. دازت ست شهور، القيمة ديالها طاحت بـ 25%. ومن بعد عام، زادت طاحت القيمة بـ 20% اخرى. شحال ولات كتسوى الماكينة دابا؟,"The machine was bought for 100 dirhams.

1. After the first 6 months its value fell by 25 %:  
   \(100 \times (1-0.25)=100 \times 0.75 = 75\) dirhams.

2. After the next year it fell by another 20 % of the new value:  
   \(75 \times (1-0.20)=75 \times 0.80 = 60\) dirhams.

So the current value of the machine is **60 dirhams**.

**FINAL ANSWER: 60**",stop,164,365,529,success,,1,1,0,
60,6656,darija,110,110,1,explicit_final,مول محل الحيوانات كايشري الحوتة بـ 0.25 درهم وكايبيعها بـ 0.75 درهم. ناوي يشري أكواريوم جديد بـ 100 درهم من الأرباح ديال بيع الحوت. داز سيمانة ولقى راسو باقي خاصو 45% من التمن د الأكواريوم. شحال من حوتة باع فديك السيمانة؟,"The profit made on each fish is  

\[
\text{profit per fish}=0.75\text{ DH}-0.25\text{ DH}=0.50\text{ DH}.
\]

The aquarium costs 100 DH. After one week the owner still needs 45 % of that price, i.e. he has already earned  

\[
100\text{ DH}\times(1-0.45)=100\text{ DH}\times0.55=55\text{ DH}.
\]

Let \(n\) be the number of fish sold. Then  

\[
0.50\text{ DH} \times n = 55\text{ DH}\;\Longrightarrow\; n = \frac{55}{0.5}=110.
\]

\[
\boxed{110}
\]

FINAL ANSWER: 110",stop,189,578,767,success,,1,1,0,
